0.000000000000000000e+00,1.012996639017038486e-01
6.666666666666666574e-02,7.127779058863922823e-02
1.333333333333333315e-01,1.349277729993105246e-01
2.000000000000000111e-01,1.142771657148245329e-01
2.666666666666666630e-01,7.771431891280460025e-02
3.333333333333333148e-01,9.519273102956964105e-02
4.000000000000000222e-01,1.075215418755874203e-01
4.666666666666666741e-01,9.122392380690147462e-02
5.333333333333333259e-01,1.148426017055725473e-01
5.999999999999999778e-01,9.727975570204233646e-02
6.666666666666666297e-01,1.073983132925077771e-01
7.333333333333332815e-01,1.227881018781656758e-01
8.000000000000000444e-01,1.087428783971938345e-01
8.666666666666666963e-01,8.869247419352217776e-02
9.333333333333333481e-01,9.552793308290953578e-02
1.000000000000000000e+00,8.378365261009816656e-02
1.066666666666666652e+00,1.064312243423411325e-01
1.133333333333333304e+00,7.826097828733526163e-02
1.199999999999999956e+00,9.220115598632500076e-02
1.266666666666666607e+00,6.707303739018757871e-02
1.333333333333333259e+00,7.995535322773987541e-02
1.399999999999999911e+00,7.130291083262065011e-02
1.466666666666666563e+00,6.893035247673671984e-02
1.533333333333333215e+00,9.578803689033144053e-02
1.600000000000000089e+00,7.866439901365389342e-02
1.666666666666666741e+00,7.687168815418073120e-02
1.733333333333333393e+00,6.580248580745662323e-02
1.800000000000000044e+00,5.748140183786656920e-02
1.866666666666666696e+00,6.470656770690179360e-02
1.933333333333333348e+00,8.089247408906018177e-02
2.000000000000000000e+00,5.340060843034958454e-02
2.066666666666666430e+00,1.077729497020541855e-01
2.133333333333333304e+00,4.328769704071685348e-02
2.200000000000000178e+00,5.190990628149313307e-02
2.266666666666666607e+00,4.490305664484336295e-02
2.333333333333333481e+00,4.368512338661550976e-02
2.399999999999999911e+00,5.935745593843996804e-02
2.466666666666666785e+00,6.653409396845740009e-02
2.533333333333333215e+00,3.448282663111857521e-02
2.600000000000000089e+00,4.730689812752190276e-02
2.666666666666666519e+00,6.967505915120773829e-02
2.733333333333333393e+00,4.386769145964558581e-02
2.799999999999999822e+00,3.399676123621256374e-02
2.866666666666666696e+00,3.849203372408174784e-02
2.933333333333333126e+00,7.513655207826300253e-02
3.000000000000000000e+00,2.357811941148299853e-02
3.066666666666666430e+00,3.765938400760417137e-02
3.133333333333333304e+00,3.268592842506810175e-02
3.200000000000000178e+00,4.179601278455346430e-02
3.266666666666666607e+00,4.772290636992466278e-02
3.333333333333333481e+00,5.797215950835257758e-02
3.399999999999999911e+00,5.145349834290655761e-02
3.466666666666666785e+00,4.566193028180950964e-02
3.533333333333333215e+00,3.760207252468029254e-02
3.600000000000000089e+00,6.631821489671486936e-02
3.666666666666666519e+00,3.854037796930024490e-02
3.733333333333333393e+00,4.758735597437788872e-02
3.799999999999999822e+00,2.940642308459317025e-02
3.866666666666666696e+00,2.903275929610113493e-02
3.933333333333333126e+00,2.601048539292710737e-02
4.000000000000000000e+00,2.241554994084928032e-02
4.066666666666666430e+00,5.290767736406772753e-02
4.133333333333332860e+00,2.374362478800290735e-02
4.200000000000000178e+00,1.690790192509510417e-02
4.266666666666666607e+00,4.008833440013916116e-02
4.333333333333333037e+00,4.305613743489206807e-02
4.400000000000000355e+00,2.968668560415996249e-02
4.466666666666666785e+00,3.661681196016164375e-02
4.533333333333333215e+00,2.662519035103166898e-02
4.599999999999999645e+00,3.216604503565300560e-02
4.666666666666666963e+00,5.184330374530701085e-02
4.733333333333333393e+00,3.314014151539351749e-02
4.799999999999999822e+00,2.058631156171477142e-02
4.866666666666666252e+00,2.725087075750479149e-02
4.933333333333333570e+00,2.324605371155121294e-02
5.000000000000000000e+00,1.786724678389056686e-02
5.066666666666666430e+00,2.782028174154392228e-02
5.133333333333332860e+00,3.039213557854629488e-02
5.200000000000000178e+00,1.847934293686580645e-02
5.266666666666666607e+00,2.304950815198518119e-02
5.333333333333333037e+00,2.709061961744911248e-02
5.400000000000000355e+00,2.391090903828903269e-02
5.466666666666666785e+00,2.320686782669546810e-02
5.533333333333333215e+00,2.028726051131058555e-02
5.599999999999999645e+00,2.000890902356826720e-02
5.666666666666666963e+00,2.064132521974499854e-02
5.733333333333333393e+00,2.484891741919409078e-02
5.799999999999999822e+00,1.291844797899658302e-02
5.866666666666666252e+00,1.746601742574578273e-02
5.933333333333333570e+00,2.099345275047496961e-02
6.000000000000000000e+00,2.236399527232970155e-02
6.066666666666666430e+00,3.288562533468267907e-02
6.133333333333332860e+00,1.967085818242830450e-02
6.200000000000000178e+00,1.739907673092858445e-02
6.266666666666666607e+00,1.997568134080323146e-02
6.333333333333333037e+00,2.047755669074427173e-02
6.400000000000000355e+00,2.522025688384165257e-02
6.466666666666666785e+00,1.919109554261425044e-02
6.533333333333333215e+00,1.228890005820257834e-02
6.599999999999999645e+00,1.702258647069977357e-02
6.666666666666666963e+00,1.843485849591624051e-02
6.733333333333333393e+00,1.443042304224734229e-02
6.799999999999999822e+00,2.665228375359640980e-02
6.866666666666666252e+00,1.712861117707328851e-02
6.933333333333333570e+00,1.910779315421869476e-02
7.000000000000000000e+00,1.714031172440880213e-02
7.066666666666666430e+00,2.581188328477001040e-02
7.133333333333332860e+00,1.791198641933546346e-02
7.200000000000000178e+00,2.182584203979001658e-02
7.266666666666666607e+00,1.721294799135292611e-02
7.333333333333333037e+00,3.346861583418226510e-02
7.399999999999999467e+00,1.769193266544949808e-02
7.466666666666666785e+00,1.837701232366951640e-02
7.533333333333333215e+00,2.272588937949046248e-02
7.599999999999999645e+00,2.316748878687309096e-02
7.666666666666666963e+00,1.487946733328877891e-02
7.733333333333333393e+00,1.910017737094051732e-02
7.799999999999999822e+00,1.675317221157309952e-02
7.866666666666666252e+00,1.933448083545935212e-02
7.933333333333333570e+00,1.216462231020323283e-02
8.000000000000000000e+00,7.723045668530004355e-03
8.066666666666666430e+00,1.681135261357276020e-02
